"Id","Institution","Job title","AOS","AOC","Job type","Start time","Contract type","Deadline","How to apply","Date posted","PhilJobs page","Info link","Application link"
"12666","Trent University","Assistant Professor--Limited Term Appointment","Open","Early Modern Philosophy; Ethics","Junior faculty","August 15, 2019","Fixed term","2019-05-16","Email","2019-04-18","http://philjobs.org/job/show/12666","https://www.trentu.ca/humanresources/careers/full-time-faculty/limited-term-appointment-12-monthsposition-2-positions-peterborough-1",""
"12662","Trent University","Assistant Professor--Limited Term Appointment","Ancient Philosophy","Though the area of competence is open, we seek candidates able to teach introductory Greek language classes.","Junior faculty","August 15, 2019","Fixed term","2019-05-16","Email","2019-04-18","http://philjobs.org/job/show/12662","https://www.trentu.ca/humanresources/careers/full-time-faculty/limited-term-appointment-12-monthsposition-2-positions-peterborough-1",""
"12658","Trent University","Assistant Professor--Limited Term Appointment","Ethics; Political Philosophy","Open","Junior faculty","August 15, 2019","Fixed term","2019-05-16","Email","2019-04-18","http://philjobs.org/job/show/12658","https://www.trentu.ca/humanresources/careers/full-time-faculty/limited-term-appointment-12-monthsposition-2-positions-peterborough-1",""
"12654","Trent University","Assistant Professor","Philosophy of Mind and/or Philosophy of Cognitive Science and/or Philosophy of Psychology","Open","Junior faculty","July 1, 2019","Tenure-track or similar","2019-05-13","Email","2019-04-18","http://philjobs.org/job/show/12654","",""
"12650","Tel Aviv University","Assistant or Associate Professor","Ethics in a Continental/Historical Orientation","Open. An AOC in political philosophy may be an advantage","Faculty (open rank)","October  2019 or  October 2020","Tenure-track or similar","2019-05-20","See ad","2019-04-17","http://philjobs.org/job/show/12650","",""
"12642","Utrecht University","Assistant Professor Theoretical Philosophy","Open","modal logic and any combination of (preferably) many of the following: philosophy of the social sciences, critical thinking, philosophy of AI, general philosophy of science, epistemology, advanced (philosophical) logic, and philosophy of language/logic","Junior faculty","August 1 2019","Fixed term","2019-05-12","Online","2019-04-17","http://philjobs.org/job/show/12642","https://www.uu.nl/organisatie/werken-bij-de-universiteit-utrecht/vacatures","https://www.uu.nl/organisatie/werken-bij-de-universiteit-utrecht/vacatures"
"12638","Flinders University of South Australia","Associate Professor - Research Academic, Continental Philosophy","Continental Philosophy","Open","Senior faculty","","Tenured, continuing or permanent","2019-05-13","Online","2019-04-17","http://philjobs.org/job/show/12638","https://www.flinders.edu.au/employment/college-humanities-arts-social-sciences-jobs","https://www.flinders.edu.au/employment/college-humanities-arts-social-sciences-jobs"
"12634","Flinders University of South Australia","Lecturer in Continental Philosophy","Continental Philosophy","Open","Junior faculty","","Tenured, continuing or permanent","2019-05-13","Online","2019-04-17","http://philjobs.org/job/show/12634","https://www.flinders.edu.au/employment/college-humanities-arts-social-sciences-jobs","https://www.flinders.edu.au/employment/college-humanities-arts-social-sciences-jobs"
"12626","Stonehill College","Post-Doctoral Teaching in Philosophy","Open","Open","Postdoc or similar","Fall 2019 & Spring 2020","Fixed term","---","Online","2019-04-16","http://philjobs.org/job/show/12626","","https://jobs.stonehill.edu/postings/18156"
"12622","University of Colorado, Boulder","Scholar in Residence","Moral, Social, Political, and Legal Philosophy (including applied work in these areas)","Open","Postdoc or similar","August 1, 2019","Fixed term","2019-05-03 (soft)","Email","2019-04-13","http://philjobs.org/job/show/12622","",""
"12618","Clemson University","Lecturer","Philosophy of Religion","Philosophy of Religion","Junior faculty","04/10/2019","Fixed term","2019-04-19","Online","2019-04-10","http://philjobs.org/job/show/12618","","http://www.Click2Apply.net/ypwv4dg92xdzbv3z"
"12614","Universidad de Los Andes","Assistant or Associate Professor","Modern Philosophy up to and including Kant","Open","Faculty (open rank)","January 2020","Tenure-track or similar","2019-05-26","Email","2019-04-10","http://philjobs.org/job/show/12614","",""
"12606","Bloomsburg University of Pennsylvania","Temporary Full-Time One-Year Philosophy Instructor (Position 2)","Intro to Philosophy, Philosophy of Law, and other introductory courses","Open","Junior faculty","August 2019","Fixed term","2019-05-02","Online","2019-04-09","http://philjobs.org/job/show/12606","","http://agency.governmentjobs.com/bloomuedu/default.cfm"
"12610","Pennsylvania State University","Assistant Director of The Bioethics Program","Bioethics","Open","Faculty (open rank)","On or before August, 2019","Fixed term","2019-08-01","Online","2019-04-09","http://philjobs.org/job/show/12610","http://www.psu.edu","https://apptrkr.com/1429777"
"12602","Bloomsburg University of Pennsylvania","Temporary Full-Time One-Year Philosophy Instructor","Business Ethics, Medical Ethics and other introductory courses","Open","Junior faculty","August 2019","Fixed term","2019-05-02","Online","2019-04-09","http://philjobs.org/job/show/12602","","http://agency.governmentjobs.com/bloomuedu/default.cfm"
"12598","John Carroll University","Visiting Assistant Professor","Open","Philosophy of Religion","Junior faculty","August 2019","Fixed term","2019-04-15 (soft)","Online","2019-04-08","http://philjobs.org/job/show/12598","https://jcu.peopleadmin.com/postings/1689","https://jcu.peopleadmin.com/postings/1689"
"12594","University of Illinois, Urbana-Champaign","Lecturer","Ancient Philosophy","Open","Visiting fellowship / Professorship","August 16, 2019","Fixed term","2019-04-19","Online","2019-04-05","http://philjobs.org/job/show/12594","https://jobs.illinois.edu/academic-job-board/job-details?jobID=112406&job=college-of-liberal-arts-sciences-lecturer-ancient-philosophy-philosophy-112406","https://jobs.illinois.edu/academic-job-board/job-details?jobID=112406&job=college-of-liberal-arts-sciences-lecturer-ancient-philosophy-philosophy-112406"
"12590","Hong Kong Baptist University","Assistant Professor / Associate Professor (Philosophy)","Open","Open","Senior faculty","","Tenure-track or similar","2019-04-30","See ad","2019-04-04","http://philjobs.org/job/show/12590","",""
"12586","Hong Kong Baptist University","Associate Professor / Professor (Ethics)","Ethics","Open","Senior faculty","","Tenure-track or similar","2019-04-30","See ad","2019-04-04","http://philjobs.org/job/show/12586","",""
"12582","Georgetown University","Postdoctoral Fellow","Ethics (theoretical or applied), Social and Political Philosophy","AOC in the ethics of emerging technologies is an advantage, but not required","Postdoc or similar","August 1, 2019","Fixed term","2019-05-05 (soft)","Email","2019-04-03","http://philjobs.org/job/show/12582","https://ethicslab.georgetown.edu/",""
"12566","Australian Catholic University","Position title	Research Fellow or Senior Research Fellow (Philosophy)","Open","Open","Faculty (open rank)","Negotiable","Tenured, continuing or permanent","2019-05-03","Online","2019-04-02","http://philjobs.org/job/show/12566","","https://careers.pageuppeople.com/456/caw/en/job/974994/senior-research-research-fellows-philosophy"
"12574","Lawrence University","Postdoctoral Fellow of Philosophy and Uihlein Fellow of Ethics","Ethics","Ethical Theory or Applied Ethics","Postdoc or similar","9/1/2019","Fixed term","2019-05-03","Online","2019-04-03","http://philjobs.org/job/show/12574","https://lawrence.peopleadmin.com/","https://lawrence.peopleadmin.com/postings/83"
"12578","Simon Fraser University","Farley Distinguished Visiting Scholar in History","Any area of history, understood to include studies of the past, including the recent past","Open","Visiting fellowship / Professorship","Flexible within the 2020-21 Academic year","Fixed term","2019-06-05","Email","2019-04-03","http://philjobs.org/job/show/12578","http://www.sfu.ca/fass/featured-scholars-in-residence/farley-scholar.html",""
"12570","Dalhousie University","10 month Limited Term Appointment*","Ethics and Applied Philosophy","Ethics and Applied Philosophy","Visiting fellowship / Professorship","August 1, 2019","Fixed term","2019-05-02","Email","2019-04-03","http://philjobs.org/job/show/12570","https://www.dal.ca/faculty/arts/philosophy.html",""
"12562","University of Tartu","Research Fellow in Theoretical Philosophy","Philosophy of language, philosophical logic, philosophy of mind, philosophy of mathematics, metaphysics, or epistemology","Open","Postdoc or similar","September 2019","Fixed term","2019-05-15","Other","2019-04-02","http://philjobs.org/job/show/12562","https://www.ut.ee/en/welcome/job-offer/research-fellow-theoretical-philosophy-1","https://www.ut.ee/en/welcome/job-offer/research-fellow-theoretical-philosophy-1"
"12558","University of Washington","Research Associate","Philosophy of physics, quantization and symmetries","Philosophy of Physics","Postdoc or similar","September, 2019","Fixed term","2019-05-01 (soft)","Online","2019-04-01","http://philjobs.org/job/show/12558","http://apply.interfolio.com/61540","http://apply.interfolio.com/61540"
"12554","Erasmus University Rotterdam","PhD Student Erasmus School of Philosophy","Open","Open","Postdoc or similar","Fall 2019","Fixed term","2019-04-30","Email","2019-04-01","http://philjobs.org/job/show/12554","https://www.eur.nl/en/esphil/about-us-0/working",""
"12542","Indraprastha Institute of Information Technology, IIIT-Delhi","Tenure Track Assistant Professor in Philosophy","Open","Open","Junior faculty","Rolling Applications ","Tenure-track or similar","2020-01-01 (soft)","Online","2019-03-29","http://philjobs.org/job/show/12542","https://iiitd.ac.in/sites/default/files/docs/positions/Flier-SSH-Feb-2019.pdf","https://iiitd.ac.in/sites/default/files/docs/positions/Flier-SSH-Feb-2019.pdf"
"12486","University of Glasgow","Lecturer in Philosophy","Open, but at least one appointment with AoS in political philosophy is preferred.","Open","Junior faculty","September 2019 or as soon as possible thereafter","Tenure-track or similar","2019-04-14","Online","2019-03-22","http://philjobs.org/job/show/12486","https://www.jobs.ac.uk/job/BQW511/lecturer-in-philosophy","https://www.jobs.ac.uk/job/BQW511/lecturer-in-philosophy"
"12538","Yonsei University, South Korea","Assistant Professor, Philosophy (Tenure-track)","Open","Open","Junior faculty","September 2019","Tenure-track or similar","2019-04-30","Online","2019-03-29","http://philjobs.org/job/show/12538","http://uic.yonsei.ac.kr/professorship/application.asp","http://uic.yonsei.ac.kr/professorship/application.asp"
"12534","Stanford University","Post Doctoral Fellowship","Logic, Methodology, Philosophy of Science","biology, physics, psychology, neuro-science","Postdoc or similar","September 1, 2019","Fixed term","2019-05-15","Online","2019-03-28","http://philjobs.org/job/show/12534","http://philosophy.stanford.edu","http://apply.interfolio.com/61832"
"12526","McMaster University","Bertrand Russell Visiting Professorship","History of Early Analytic Philosophy / Russell","History of Early Analytic Philosophy / Russell","Visiting fellowship / Professorship","January 2020","Fixed term","2019-04-25 (soft)","Online","2019-03-28","http://philjobs.org/job/show/12526","https://philos.humanities.mcmaster.ca/","http://www.workingatmcmaster.ca/careers/"
"12530","McMaster University","Post-Doctoral Fellowship ","Value Theory","Value Theory","Postdoc or similar","1 July 2019","Fixed term","2019-04-25","Online","2019-03-28","http://philjobs.org/job/show/12530","http://philosophy.mcmaster.ca/","http://workingatmcmaster.ca/careers/"
"12522","Miami University, Ohio","Visiting Assistant Professor","Ethics","Open","Junior faculty","August 2019","Fixed term","2019-04-19","Online","2019-03-27","http://philjobs.org/job/show/12522","http://www.miamioh.edu/philosophy","https://miamioh.hiretouch.com/job-details?jobID=6967"
"12518","University College Dublin","Ad Astra Early Career Fellowships ","Areas relevant to the research and teaching interests of UCD School of Philosophy","Areas relevant to the research and teaching interests of UCD School of Philosophy","Postdoc or similar","September 1,  2019 or soon thereafter","Tenure-track or similar","2019-04-22","Online","2019-03-27","http://philjobs.org/job/show/12518","https://www.ucd.ie/philosophy/","https://www.ucd.ie/workatucd/adastra/applicationandselectionprocedures/"
"12514","University of Wisconsin, La Crosse","Associate Lecturer - One Year Replacement ","Open","History of Western Philosophy ","Junior faculty","August 26, 2019","Fixed term","2019-05-03","Online","2019-03-27","http://philjobs.org/job/show/12514","https://www.uwlax.edu/philosophy","https://employment.uwlax.edu"
"12510","Gustavus Adolphus College","Visiting assistant or associate professor ","Open","Open","Junior faculty","September 2019","Fixed term","2019-04-20 (soft)","Online","2019-03-26","http://philjobs.org/job/show/12510","","https://gustavus.edu/jobs"
"12506","Towson University","Lecturer","Ethics","Open","Junior faculty","August 2019","Fixed term","2019-04-20","Email","2019-03-26","http://philjobs.org/job/show/12506","",""
"12502","Kansas State University/Dept of Philosophy","Visiting Assistant Professor","Open","Open","Visiting fellowship / Professorship","August 11, 2019","Fixed term","2019-04-09 (soft)","Online","2019-03-26","http://philjobs.org/job/show/12502","http://careers.k-state.edu/cw/en-us/job/506975","http://careers.k-state.edu/cw/en-us/job/506975"
"12498","Concordia University, Montréal","Limited Term Appointment: AOS: Logic; AOC: Open","Logic","Open","Junior faculty","August 1, 2019","Fixed term","2019-04-22","Email","2019-03-26","http://philjobs.org/job/show/12498","https://www.concordia.ca/artsci/philosophy.html",""
"12494","Western University","Postdoctoral Associate","philosophy, applied ethics, and artificial intelligence","philosophy, applied ethics and artificial intelligence","Postdoc or similar","September 1, 2019","Fixed term","2019-03-31 (soft)","Online","2019-03-25","http://philjobs.org/job/show/12494","http://www.rotman.uwo.ca/get-involved/2019-2020-postdoctoral-associate/","http://www.rotman.uwo.ca/get-involved/2019-2020-postdoctoral-associate/"
"12490","University of Groningen, The Netherlands","Assistant Professor in Philosophy, Politics, and Economics","Philosophy, Politics and Economics","Philosophy, Politics and Economics","Junior faculty","September 2019","Tenure-track or similar","2019-04-15","Online","2019-03-22","http://philjobs.org/job/show/12490","https://www.rug.nl/about-us/work-with-us/job-opportunities/overview?details=00347-02S0006Y8P","https://www.rug.nl/about-us/work-with-us/job-opportunities/overview?reply=00347-02S0006Y8P"
"12482","University of Gothenburg, Sweden","Doctoral position in practical philosophy with a focus on bioethics, antibiotic resistance and the environment","Practical philosophy","Practical philosophy","Graduate fellowship","September 2019","Fixed term","2019-04-30","Online","2019-03-22","http://philjobs.org/job/show/12482","https://www.gu.se/english/about_the_university/job-opportunities/vacancies-details/?id=3953","https://www.gu.se/english/about_the_university/job-opportunities/vacancies-details/?id=3953"
"12478","University of Gothenburg, Sweden","Postdoctoral Researcher, one or several, in Practical philosophy","Practical philosophy","Practical philosophy","Postdoc or similar","September 2019","Fixed term","2019-04-23","Online","2019-03-22","http://philjobs.org/job/show/12478","https://www.gu.se/english/about_the_university/job-opportunities/vacancies-details/?id=3918","https://www.gu.se/english/about_the_university/job-opportunities/vacancies-details/?id=3918"
"12474","University of Iowa","Philosophy Visiting Assistant Professor","Open","Open","Visiting fellowship / Professorship","","Fixed term","2019-04-20","Online","2019-03-20","http://philjobs.org/job/show/12474","https://clas.uiowa.edu/philosophy/","https://jobs.uiowa.edu/content/faculty/"
"12470","Washington University in St. Louis","Full-time Lecturer(s)","Open","Open","Junior faculty","July 1, 2019","Fixed term","2019-04-03 (soft)","Email","2019-03-20","http://philjobs.org/job/show/12470","https://philosophy.wustl.edu",""
"12450","Nazarbayev University","Instructor or Assistant Professor of Philosophy*","Open, but  the successful candidate will be required to contribute to a team-taught introductory Ethics course","Open, but  the successful candidate will be required to contribute to a team-taught introductory Ethics course","Junior faculty","August 2019","Tenured, continuing or permanent","2019-04-07","Email","2019-03-15","http://philjobs.org/job/show/12450","https://shss.nu.edu.kz/",""
"12462","College of William and Mary","Visiting Assistant Professor","Open","Non-Western Philosophy, Feminism, and 20th Century Continental","Visiting fellowship / Professorship","August 10, 2019","Fixed term","2019-04-15 (soft)","Online","2019-03-18","http://philjobs.org/job/show/12462","https://www.wm.edu/as/philosophy/index.php","https://jobs.wm.edu/postings/35021"
"12458","University of Antwerp","Four postdocs in Philosophy of Mind","Philosophy of Mind","Open","Postdoc or similar","September 2019","Fixed term","2019-04-20","Email","2019-03-18","http://philjobs.org/job/show/12458","http://uahost.uantwerpen.be/bence.nanay",""
"12454","Union College","One Year Visiting Assistant Professor","Open","Ability to teach logic is highly desirable","Visiting fellowship / Professorship","September 2019","Fixed term","2019-04-15 (soft)","Online","2019-03-15","http://philjobs.org/job/show/12454","","http://jobs.union.edu/cw/en-us/job/492588/visiting-assistant-professor-philosophy"
"12446","Kutztown University","Philosophy Instructors - Temporary Faculty Positions","Open","Open","Junior faculty","","Fixed term","2019-04-13 (soft)","Email","2019-03-14","http://philjobs.org/job/show/12446","http://www.kutztown.edu",""
"12442","University of Cambridge and University of Bonn","Postdoc Research Associate","ethics, political/social philosophy, or political/social theory","artificial intelligence, machine learning, data science, ethics/moral philosophy, political philosophy, digitalisation studies, philosophy of science, sociology of science, history or social studies of technology","Postdoc or similar","June 1st, 2019","Fixed term","2019-04-07","Email","2019-03-13","http://philjobs.org/job/show/12442","http://lcfi.ac.uk/careers/","http://cst.uni-bonn.de"
"12438","University of Cambridge and University of Bonn","Postdoc Research Associate","philosophy of mind, philosophy of cognitive science","artificial intelligence, machine learning, data science, neural networks, epistemology, metaphysics/ontology, philosophy of science, psychology","Postdoc or similar","June 1st, 2019","Fixed term","2019-04-10","Email","2019-03-13","http://philjobs.org/job/show/12438","http://lcfi.ac.uk/careers/","http://cst.uni-bonn.de"
"12430","Pennsylvania State University","Post-Doctoral Fellow, Humanities","Humanities","Humanities","Postdoc or similar","","Fixed term","2019-03-25 (soft)","Online","2019-03-12","http://philjobs.org/job/show/12430","http://www.psu.edu","https://apptrkr.com/1412811"
"12434","Idaho State University","Assistant Professor, Philosophy (3477)","Philosophy of Mind, Philosophy of Cognitive Science","Open","Faculty (open rank)","","Tenure-track or similar","2019-04-12 (soft)","Online","2019-03-12","http://philjobs.org/job/show/12434","http://www.Click2Apply.net/42pnwrv8pchyy5f7","http://www.Click2Apply.net/42pnwrv8pchyy5f7"
"12426","University of Chicago","Lecturer in Philosophy and Assistant Director of Undergraduate Studies","Open","Open","Junior faculty","September 1, 2019","Tenured, continuing or permanent","2019-04-12","Online","2019-03-11","http://philjobs.org/job/show/12426","","https://academiccareers.uchicago.edu"
"12422","Smith College","Lecturer of Philosophy","Logic and Language of Philosophy","Language of Philosophy, Logic","Junior faculty","July 1, 2019","Fixed term","2019-05-08","Online","2019-03-08","http://philjobs.org/job/show/12422","https://www.smith.edu/about-smith/provost/employment","https://apply.interfolio.com/60958"
"12418","Simon Fraser University","Limited Term Lecturer","Open","Metaphysics and Epistemology","Junior faculty","Sept. 1, 2019","Fixed term","2019-04-01 (soft)","Email","2019-03-07","http://philjobs.org/job/show/12418","https://www.sfu.ca/philosophy.html",""
"12414","Harvard University","College Fellow in Philosophy","Moral and Political Philosophy","Open","Postdoc or similar","","Fixed term","2019-04-15","Online","2019-03-07","http://philjobs.org/job/show/12414","https://facultyresources.fas.harvard.edu/college-fellows-program","https://facultyresources.fas.harvard.edu/how-apply"
"12410","University of Nebraska at Omaha","Instructor","Open","Open","Junior faculty","August 19, 2019","Fixed term","2019-04-08 (soft)","Online","2019-03-07","http://philjobs.org/job/show/12410","","https://www.unomaha.edu/human-resources/employment/index.php"
"12406","King's College London"," Lecturer in Philosophy (Continental)","Post-Kantian continental philosophy","Philosophy of race and/or philosophy of gender, and/or aesthetics","Junior faculty","1 September 2019","Tenure-track or similar","2019-04-07","Online","2019-03-07","http://philjobs.org/job/show/12406","https://www.kcl.ac.uk/philosophy","https://my.corehr.com/pls/kingrecruit/erq_jobspec_version_4.display_form?p_company=1&p_internal_external=E&p_display_in_irish=N&p_process_type=&p_applicant_no=&p_form_profile_detail=&p_display_apply_ind=Y&p_refresh_search=Y&p_recruitment_id=011326"
"12402","King's College London","Lecturer in Philosophy (Philosophy of Science) ","Philosophy of science (inclusive of philosophy of the social sciences)","Philosophy of race and/or philosophy of gender ","Junior faculty","1 September 2019","Tenure-track or similar","2019-04-07","Online","2019-03-07","http://philjobs.org/job/show/12402","https://www.kcl.ac.uk/philosophy","https://my.corehr.com/pls/kingrecruit/erq_jobspec_version_4.display_form?p_company=1&p_internal_external=E&p_display_in_irish=N&p_process_type=&p_applicant_no=&p_form_profile_detail=&p_display_apply_ind=Y&p_refresh_search=Y&p_recruitment_id=011286"
"12398","University of Amsterdam","Professor of Philosophy (Metaphysics)","History of Philosophy and/or Philosophy of Science and/or Non-western Philosophy","Metaphysics","Senior faculty","","Tenured, continuing or permanent","2019-05-01","Email","2019-03-07","http://philjobs.org/job/show/12398","http://www.uva.nl/en/content/vacancies/2019/03/19-148-professor-of-philosophy-metaphysics.html?origin=dxuSI3bDRY2CW7N9J3yPlw","http://www.uva.nl/en/content/vacancies/2019/03/19-148-professor-of-philosophy-metaphysics.html?origin=dxuSI3bDRY2CW7N9J3yPlw"
"12386","Bucknell University","Visiting Assistant Professor of Philosophy","Metaphysics & Epistemology","Metaphysics & Epistemology","Visiting fellowship / Professorship","August 1st 2019","Fixed term","2019-07-05","Online","2019-03-05","http://philjobs.org/job/show/12386","","http://www.Click2apply.net/6czr57jrxz8gm57r"
"12390","Vassar College","One-Year Adjunct Assistant Professor ","Chinese Philosophy","Open","Visiting fellowship / Professorship","August 2019","Fixed term","2019-03-21 (soft)","Online","2019-03-05","http://philjobs.org/job/show/12390","http://employment.vassar.edu","http://employment.vassar.edu/applicants/Central?quickFind=52758"
"12394","University of Cape Town","Lecturer: Philosophy","Philosophy","Open","Junior faculty","","Tenured, continuing or permanent","2019-03-29","Email","2019-03-06","http://philjobs.org/job/show/12394","http://www.staff.uct.ac.za/staff/vacancies/general","http://www.staff.uct.ac.za/staff/vacancies/general"
"12382","Lebanese American University","Assistant/Associate Professor","Open","Open","Faculty (open rank)","Fall 2019 (End of August, 2019)","Tenure-track or similar","2019-04-15","Email","2019-03-05","http://philjobs.org/job/show/12382","http://sas.lau.edu.lb/humanities/programs/ba-philosophy.php","https://www.lau.edu.lb/employment/"
"12378","University of Southern Denmark","Two postdocs in social epistemology or philosophy of science","Philisophy of science, social epistermology","Philisophy of science, social epistermology, cognitive or social psychology","Postdoc or similar"," September 1, 2019","Fixed term","2019-04-01","Online","2019-03-04","http://philjobs.org/job/show/12378","https://www.sdu.dk/en/service/ledige_stillinger/1031890","https://ssl1.peoplexs.com/Peoplexs22/CandidatesPortalNoLogin/ApplicationForm.cfm?PortalID=3795&VacatureID=1031890"
"12374","Wuhan University","Senior Faculty","Open","Open","Senior faculty","Negotiable","Tenure-track or similar","---","Email","2019-03-01","http://philjobs.org/job/show/12374","http://www.whu.edu.cn/phi/",""
"12370","Washtenaw Community College","Philosophy Instructor","Documented specialization in medical ethics and law"," Teach ethical and legal issues in health care college-level courses in philosophy. ","Junior faculty","Fall 2019","Tenured, continuing or permanent","2019-04-30 (soft)","Online","2019-03-01","http://philjobs.org/job/show/12370","http://www.wccnet.edu/","http://jobs.wccnet.edu/postings/10397"
"12366","Scripps College, Claremont","SCHOLAR IN COMPUTATION/PHILOSOPHY","copmutation and some related topics in philosophy (e.g. Phil Mind or Logic)","Open","Junior faculty","Fall 2019","Fixed term","2019-03-15 (soft)","Online","2019-03-01","http://philjobs.org/job/show/12366","","https://academicjobsonline.org/ajo/jobs/13381"
"12362","University of Bristol","Research Associate in Logic/Formal Semantics","Logic/Formal Semantics ","Open","Postdoc or similar","October 2019","Fixed term","2019-04-14","Online","2019-03-01","http://philjobs.org/job/show/12362","https://cordis.europa.eu/project/rcn/218044/factsheet/en","http://www.bristol.ac.uk/jobs/find/details.html?nPostingID=36414&nPostingTargetID=123534&option=28&sort=DESC&respnr=1&ID=Q50FK026203F3VBQBV7V77V83&JobNum=ACAD103827&Resultsperpage=10&lg=UK&mask=uobext"
"12358","California State University, San Bernardino","Assistant Professor (tenure track)","(Open with strong preference for the teaching areas mentioned in the ad)","(Open with strong preference for the teaching areas mentioned in the ad)","Junior faculty","9/11/2019","Tenure-track or similar","2019-04-01 (soft)","Online","2019-02-28","http://philjobs.org/job/show/12358","https://cal.csusb.edu/philosophy","https://www.governmentjobs.com/careers/csusb/jobs/2365681"
"12350","University of Connecticut","Postdoctoral Research Associate","Open","Open","Postdoc or similar","Fall 2019","Fixed term","2019-03-25","Online","2019-02-27","http://philjobs.org/job/show/12350","","https://hcmprodweb.psoft.uconn.edu/psp/HRPRCGA/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_CE.GBL?Page=HRS_CE_JOB_DTL&Action=A&JobOpeningId=2019361&SiteId=1&PostingSeq=1"
"12354","Denison University","Visiting Assistant Professor","Epistemology, Logic","Introduction to Philosophy, experience teaching writing intensive courses","Junior faculty","August 2019","Fixed term","2019-02-27 (soft)","Online","2019-02-27","http://philjobs.org/job/show/12354","https://employment.denison.edu/postings/2319","https://employment.denison.edu/postings/2319"
"12346","Villanova University","Arthur J. Ennis Post-Doctoral Teaching Fellowship","Humanities","Literature, Theology, History, Philosophy, Political Science, and Classics","Postdoc or similar","Fall Semester 2019","Fixed term","2019-04-01","Online","2019-02-26","http://philjobs.org/job/show/12346","http://www.villanova.edu","https://apptrkr.com/1402181"
"12338","North Orange County Community College District","Philosophy/Religious Studies Instructor","Religious Studies & Philosophy","Philosophy","Faculty (open rank)","The effective start date may vary pending the approval of the academic calendar.","Tenure-track or similar","2019-04-05","Online","2019-02-26","http://philjobs.org/job/show/12338","http://www.nocccd.edu/","https://apptrkr.com/1403338"
"12342","Universite Laval","Professeur adjoint (Assistant Professor)","Modern Philosophy, with a focus on Descartes, Spinoza, Leibniz, and/or Locke","Additional competencies in Enlightenment/Lumières/Aufklärung Thought and English Empiricism ","Junior faculty","September 1, 2019","Tenure-track or similar","2019-04-08","Email","2019-02-26","http://philjobs.org/job/show/12342","http://www.fp.ulaval.ca/notre-faculte/vie-facultaire/nouvelles/toutes-les-nouvelles/nouvelle-single-view/article/appel-de-candidature-poste-de-professeure-en-philosophie-moderne/",""
"12326","Middlebury College","Visiting Assistant Professor or Instructor - Department of Philosophy","Metaphysics, Epistemology, or Philosophy of Science","Sam as AOS","Visiting fellowship / Professorship","September 2019","Fixed term","2019-03-25","Online","2019-02-25","http://philjobs.org/job/show/12326","http://www.middlebury.edu","https://apptrkr.com/1345537"
"12334","Wake Forest Unviersity","Assistant Teaching Professor ","Open","Ancient and/or Modern Philosophy","Junior faculty","July 1, 2019","Tenured, continuing or permanent","2019-03-11 (soft)","Online","2019-02-25","http://philjobs.org/job/show/12334","http://apply.interfolio.com/60764","http://apply.interfolio.com/60764"
"12330","Wake Forest University","Post-doctoral Fellow in Philosophy and Bioethics","Open","Bioethics","Postdoc or similar","July 1, 2019","Fixed term","2019-03-11 (soft)","Online","2019-02-25","http://philjobs.org/job/show/12330","http://apply.interfolio.com/60761","http://apply.interfolio.com/60761"
"12322","Mount Allison University","McCain Post-Doctoral Fellow","Open","philosophy of social science, applied ethics, environmental philosophy, and/or, philosophy of science (especially philosophy of the life sciences), History of Philosophy","Postdoc or similar","July 1, 2019","Fixed term","2019-03-22 (soft)","Email","2019-02-25","http://philjobs.org/job/show/12322","http://www.mta.ca/philosophy",""
"12318","University of Richmond","Visiting Faculty in Philosophy, Politics, Economics, and Law (PPEL)","Open","Open","Visiting fellowship / Professorship","Fall 2019","Fixed term","2019-07-31 (soft)","See ad","2019-02-25","http://philjobs.org/job/show/12318","","http://jobs.richmond.edu"
"12314","Oakton Community College"," Philosophy Faculty","Open","Open","Junior faculty","Fall 2019","Tenure-track or similar","2019-03-29","Online","2019-02-20","http://philjobs.org/job/show/12314","http://oakton.interviewexchange.com/jobofferdetails.jsp?JOBID=107597","http://oakton.interviewexchange.com/jobofferdetails.jsp?JOBID=107597"
"12310","University of Saskatchewan","Assistant Professor in Social and Political Philosophy","Social and Political Philosophy","Social and Political Philosophy","Senior faculty","July 1, 2019","Fixed term","2019-04-03","See ad","2019-02-20","http://philjobs.org/job/show/12310","",""
"12306","Southern Utah University","Assistant Professor of Philosophy","Open","Open","Junior faculty","Fall 2019","Tenure-track or similar","---","Online","2019-02-19","http://philjobs.org/job/show/12306","https://jobs.suu.edu/postings/2351","https://jobs.suu.edu/postings/2351"
"12302","State University of New York at Buffalo","Clinical Assistant Professor","Applied Ethics or Ethics or Related Field","Applied Ethics","Junior faculty","Fall 2019","Fixed term","2019-04-01 (soft)","Online","2019-02-19","http://philjobs.org/job/show/12302","http://philosophy.buffalo.edu/","http://www.ubjobs.buffalo.edu/postings/18500"
"12298","University of Guelph","Assistant Professor","Information Ethics, with a focus on Machine Learning and its Implications","Ethics, Philosophy of Law, Philosophy of Science, Social and Political Philosophy","Junior faculty","July 1, 2019","Tenure-track or similar","2019-03-08 (soft)","Email","2019-02-15","http://philjobs.org/job/show/12298","http://www.uoguelph.ca/facultyjobs/postings/ad19-14.shtml",""
